EmployeeID,HireDate,ExitDate,EmploymentStatus,EmploymentType,Age,Gender,MaritalStatus,StateOfOrigin,Education,EducationField,Department,JobLevel,YearsAtCompany,YearsInRole,TotalWorkingYears,YearsSinceLastPromotion,NumberOfPromotions,MonthlyIncome,SalaryBand,LastSalaryIncreasePct,BonusReceived,PerformanceRating,TrainingTimesLastYear,TargetsMetPct,JobSatisfaction,WorkLifeBalance,ManagerRelationship,EnvironmentSatisfaction,EngagementScore,DistanceFromHome,OvertimeFrequency,BusinessTravel,RemoteWorkOption,Attrition,Reason_for_Leaving
EMP-04365,4/22/2023,2/19/2024,Resigned,Contract,25,Female,Single,Lagos,2,Engineering,Regulatory Compliance Department,1,1.7,0.4,2.0,0.6,0,244472,Contract,1.8,Yes,4,2,94.8,3,2,3,3,70,37,Always,No Travel,Yes,Yes,BETTER OPPORTUNITY
EMP-04366,4/22/2023,12/22/2024,Resigned,Contract,29,Male,Married,Plateau,2,Accounting,Credit Administration Department,1,1.7,1.7,2.3,0.3,0,157101,Contract,1.6,No,4,1,91.9,1,2,1,4,51,355,Always,No Travel,No,Yes,CAREER PROGRESSION
EMP-04367,4/22/2023,,Active,Permanent,34,Male,Single,Kwara,4,Banking & Finance,Customer Service / Customer Experience Department,2,1.7,1.0,10.9,1.3,0,569702,Junior,4.7,No,3,2,82.9,4,3,3,3,78,797,Never,No Travel,No,No,
EMP-04368,4/22/2023,10/2/2023,Resigned,Permanent,43,Female,Married,Kaduna,3,Computer Science,Facilities & Administrative Services,3,1.7,0.4,13.4,1.4,2,863043,Mid,8.0,Yes,1,4,44.4,3,1,3,3,65,162,Never,No Travel,No,Yes,CAREER PROGRESSION
EMP-04369,4/23/2023,,Active,Permanent,32,Male,Single,Lagos,3,Finance,Procurement & Supply Chain Department,2,1.7,1.1,2.9,0.2,0,657213,Junior,11.2,No,1,2,41.4,4,3,1,3,64,30,Often,No Travel,No,No,
EMP-04370,4/23/2023,9/2/2023,Resigned,Contract,27,Male,Single,Abuja (FCT),2,Accounting,International Remittances Department,1,1.7,1.2,1.7,1.5,0,214749,Contract,2.7,No,3,0,80.5,3,3,2,1,54,529,Rarely,No Travel,No,Yes,CAREER PROGRESSION
EMP-04371,4/24/2023,,Active,Permanent,29,Male,Married,Edo,3,Others,Internal Control & Anti-Fraud Unit,2,1.7,1.4,4.3,0.0,0,687823,Junior,11.0,Yes,1,2,27.8,3,4,3,4,90,406,Sometimes,No Travel,No,No,
EMP-04372,4/25/2023,10/30/2024,Resigned,Permanent,26,Male,Single,Edo,3,Computer Science,SME Banking Department,2,1.7,1.4,2.3,1.2,0,584335,Junior,4.1,Yes,3,4,77.6,1,3,3,2,51,619,Always,No Travel,No,Yes,RELOCATION
EMP-04373,4/25/2023,,Active,Permanent,28,Female,Single,Rivers,3,Finance,Finance & Corporate Strategy Department,2,1.7,1.7,2.5,1.2,1,599248,Junior,11.6,No,2,2,65.6,4,2,4,3,80,200,Often,No Travel,Yes,No,
EMP-04374,4/26/2023,,Active,Contract,22,Female,Single,Lagos,2,Business Administration,Information & Cyber Security Department,1,1.7,0.8,1.7,0.6,0,241640,Contract,0.3,No,2,1,58.6,3,2,3,3,73,39,Sometimes,No Travel,No,No,
EMP-04375,4/26/2023,,Active,Permanent,35,Female,Married,Abuja (FCT),2,Finance,Central Operations Department,2,1.7,0.9,10.1,0.1,1,708794,Junior,5.8,No,2,1,54.5,4,3,3,2,79,504,Sometimes,Occasional,No,No,
EMP-04376,4/26/2023,,Active,Permanent,41,Female,Single,Lagos,4,Mathematics,Customer Service / Customer Experience Department,4,1.7,1.5,13.5,1.5,4,2897475,Senior,12.7,Yes,3,1,84.9,3,2,3,4,74,34,Sometimes,No Travel,No,No,
EMP-04377,4/27/2023,,Active,Permanent,44,Female,Single,Lagos,3,Finance,Retail Banking Department,3,1.7,0.4,10.5,1.5,1,1020510,Mid,6.2,Yes,2,4,60.6,3,3,3,3,74,49,Rarely,Occasional,No,No,
EMP-04378,4/28/2023,,Active,Permanent,32,Female,Single,Ekiti,3,Finance,Customer Service / Customer Experience Department,2,1.7,0.4,4.5,1.5,0,756480,Junior,3.3,No,2,2,55.6,3,3,4,2,78,434,Never,No Travel,No,No,
EMP-04379,4/28/2023,9/26/2023,Resigned,Permanent,26,Female,Married,Lagos,2,Others,Public Sector Department,2,1.7,1.5,2.3,1.2,0,769843,Junior,10.9,Yes,3,1,75.3,1,2,3,3,56,11,Always,Occasional,No,Yes,CAREER PROGRESSION
EMP-04380,4/29/2023,,Active,Contract,27,Male,Married,Abuja (FCT),2,Banking & Finance,Information Technology (IT) Department,1,1.7,1.1,1.9,0.4,0,247317,Contract,1.6,No,2,0,65.6,4,2,4,4,92,469,Sometimes,Occasional,Yes,No,
EMP-04381,4/29/2023,,Active,Permanent,27,Female,Married,Ogun,3,Statistics,Digital Banking Department,2,1.7,0.6,3.0,0.0,1,506265,Junior,11.6,No,4,2,91.0,2,1,4,3,62,108,Sometimes,No Travel,Yes,No,
EMP-04382,4/30/2023,,Active,Permanent,35,Female,Married,Oyo,4,Engineering,Card Services Department,2,1.7,1.1,10.7,1.6,0,765713,Junior,6.6,No,3,3,80.5,4,4,4,3,89,42,Rarely,No Travel,No,No,
EMP-04383,5/1/2023,,Active,Permanent,43,Female,Married,Lagos,3,Accounting,Customer Service / Customer Experience Department,3,1.7,0.9,13.9,1.1,3,903845,Mid,3.1,Yes,4,1,91.5,1,3,4,3,65,35,Often,No Travel,No,No,
EMP-04384,5/2/2023,,Active,Permanent,26,Female,Single,Rivers,2,Economics,Alternative Channels Department,2,1.7,0.5,2.7,0.5,1,521658,Junior,5.8,No,2,1,64.8,2,3,4,2,65,236,Sometimes,Occasional,No,No,
EMP-04385,5/3/2023,,Active,Permanent,28,Female,Married,Lagos,3,Finance,Asset Management Department,3,1.7,0.5,4.7,0.7,3,992136,Mid,14.5,No,2,1,65.3,4,2,3,2,72,19,Rarely,No Travel,No,No,
EMP-04386,5/5/2023,,Active,Permanent,51,Male,Married,Abuja (FCT),4,Information Technology,Human Resources & Talent Management,5,1.7,0.8,11.3,0.1,4,3908449,Executive,11.1,Yes,3,1,83.6,3,1,1,3,45,478,Rarely,Occasional,No,No,
EMP-04387,5/8/2023,,Active,Permanent,48,Female,Married,Adamawa,5,Accounting,Asset Management Department,4,1.7,0.7,17.5,0.4,3,2854056,Senior,10.0,Yes,3,3,83.1,3,3,1,2,54,336,Often,Frequent,No,No,
EMP-04388,5/9/2023,,Active,Permanent,24,Female,Single,Adamawa,2,Banking & Finance,Institutional Banking Department,2,1.6,1.5,1.6,0.8,0,551782,Junior,4.1,No,2,3,57.3,3,3,2,3,66,357,Never,Occasional,No,No,
EMP-04389,5/9/2023,,Active,Permanent,36,Male,Married,Ogun,4,Law,Treasury & Markets Department,4,1.6,1.0,11.2,0.6,2,2983193,Senior,7.0,Yes,4,5,98.5,4,3,4,2,81,109,Often,Occasional,Yes,No,
EMP-04390,5/10/2023,,Active,Permanent,42,Female,Married,Abuja (FCT),4,Banking & Finance,Procurement & Supply Chain Department,3,1.6,1.1,4.6,0.2,3,1403810,Mid,10.6,No,3,3,85.6,3,4,3,2,79,443,Rarely,No Travel,No,No,
EMP-04391,5/11/2023,,Active,Permanent,28,Female,Married,Lagos,4,Computer Science,Treasury & Markets Department,3,1.6,1.2,3.2,1.0,3,1186230,Mid,5.8,Yes,3,1,85.2,3,3,2,2,62,45,Sometimes,Occasional,No,No,
EMP-04392,5/12/2023,,Active,Contract,25,Male,Single,Abuja (FCT),2,Accounting,Agricultural Finance Department,1,1.6,1.1,1.9,1.1,0,227937,Contract,0.3,No,3,1,70.9,4,2,3,2,68,547,Rarely,No Travel,Yes,No,
EMP-04393,5/13/2023,,Active,Permanent,27,Female,Married,Abia,3,Mathematics,Digital Banking Department,2,1.6,0.4,3.9,1.5,0,538805,Junior,4.3,Yes,1,3,39.0,1,4,4,3,71,302,Often,No Travel,Yes,No,
EMP-04394,5/13/2023,,Active,Permanent,33,Female,Married,Akwa Ibom,4,Business Administration,Customer Service / Customer Experience Department,3,1.6,1.5,2.3,0.5,1,1193345,Mid,13.0,Yes,3,3,71.6,2,2,2,3,56,533,Rarely,No Travel,No,No,
EMP-04395,5/13/2023,,Active,Permanent,36,Female,Married,Oyo,4,Banking & Finance,Public Sector Department,3,1.6,0.9,4.7,1.2,2,959964,Mid,10.1,No,3,3,86.0,3,3,3,2,71,117,Sometimes,Frequent,Yes,No,
EMP-04396,5/14/2023,8/13/2024,Resigned,Permanent,30,Female,Married,Lagos,4,Mathematics,Regulatory Compliance Department,2,1.6,0.3,1.9,0.2,0,672349,Junior,4.0,Yes,3,2,77.2,1,3,2,3,54,57,Sometimes,No Travel,No,Yes,CAREER PROGRESSION
EMP-04397,5/15/2023,,Active,Permanent,37,Female,Married,Ondo,3,Banking & Finance,Public Sector Department,2,1.6,0.5,10.2,0.9,0,506734,Junior,9.1,No,3,3,85.3,3,3,1,1,48,677,Sometimes,No Travel,No,No,
EMP-04398,5/15/2023,1/24/2024,Resigned,Permanent,27,Female,Married,Abuja (FCT),4,Accounting,Branch Operations Department,2,1.6,1.6,2.9,1.2,1,607772,Junior,4.0,No,3,1,86.8,3,3,1,3,61,527,Sometimes,No Travel,Yes,Yes,BETTER OPPORTUNITY
EMP-04399,5/16/2023,8/12/2023,Resigned,Contract,23,Male,Single,Lagos,3,Finance,Branch Operations Department,1,1.6,0.4,1.6,1.2,0,155378,Contract,0.7,No,4,0,93.3,2,3,3,2,65,43,Rarely,No Travel,Yes,Yes,PERSONAL REASONS
EMP-04400,5/17/2023,,Active,Permanent,28,Male,Married,Rivers,3,Business Administration,Facilities & Administrative Services,2,1.6,0.7,1.9,1.5,1,774843,Junior,9.9,Yes,1,2,30.2,4,3,3,3,84,766,Never,No Travel,Yes,No,
EMP-04401,5/18/2023,11/10/2023,Resigned,Contract,33,Female,Single,Lagos,3,Banking & Finance,Procurement & Supply Chain Department,1,1.6,0.5,9.6,0.4,0,153364,Contract,4.1,No,2,2,57.1,3,3,3,2,73,29,Never,No Travel,No,Yes,BETTER OPPORTUNITY
EMP-04402,5/18/2023,1/20/2024,Resigned,Permanent,27,Female,Married,Rivers,3,Computer Science,Commercial Banking Department,2,1.6,0.4,2.0,0.6,0,772611,Junior,9.6,No,3,3,79.2,1,1,4,4,66,795,Sometimes,No Travel,Yes,Yes,PERSONAL REASONS
EMP-04403,5/18/2023,,Active,Permanent,37,Male,Married,Abuja (FCT),3,Banking & Finance,Customer Service / Customer Experience Department,2,1.6,0.4,3.9,1.1,1,663479,Junior,5.8,Yes,3,2,88.5,3,3,4,1,69,432,Never,Occasional,No,No,
EMP-04404,5/18/2023,,Active,Permanent,31,Male,Single,Taraba,3,Banking & Finance,Agricultural Finance Department,2,1.6,1.2,7.8,0.1,1,771952,Junior,11.4,Yes,4,2,97.7,2,3,3,1,57,585,Rarely,No Travel,Yes,No,
EMP-04405,5/20/2023,,Active,Permanent,39,Male,Divorced,Imo,3,Finance,Treasury & Markets Department,3,1.6,1.2,3.5,0.4,2,838734,Mid,11.9,No,3,1,81.1,4,3,3,4,88,759,Always,Occasional,Yes,No,
EMP-04406,5/20/2023,,Active,Contract,23,Male,Single,Oyo,2,Information Technology,Commercial Banking Department,1,1.6,1.3,1.6,0.0,0,195950,Contract,1.6,No,3,0,74.8,3,1,3,3,66,47,Rarely,No Travel,No,No,
EMP-04407,5/20/2023,,Active,Permanent,27,Male,Married,Oyo,3,Finance,Facilities & Administrative Services,2,1.6,1.4,2.0,1.4,0,604959,Junior,6.3,Yes,2,1,61.2,4,2,2,3,68,74,Never,No Travel,Yes,No,
EMP-04408,5/20/2023,,Active,Permanent,27,Male,Married,Lagos,2,Computer Science,Branch Operations Department,2,1.6,1.5,1.8,0.9,0,790846,Junior,5.8,Yes,1,2,30.2,3,2,3,3,68,19,Rarely,No Travel,No,No,
EMP-04409,5/21/2023,10/4/2023,Resigned,Contract,28,Male,Single,Kaduna,2,Banking & Finance,Information Technology (IT) Department,1,1.6,1.5,1.9,1.4,0,423998,Contract,2.9,No,2,0,56.7,2,4,2,4,78,381,Sometimes,Occasional,Yes,Yes,PERSONAL REASONS
EMP-04410,5/22/2023,,Active,Permanent,33,Female,Single,Lagos,4,Banking & Finance,Branch Operations Department,2,1.6,0.4,4.7,0.4,0,781775,Junior,4.7,Yes,4,3,88.1,3,4,3,3,77,58,Sometimes,No Travel,No,No,
EMP-04411,5/22/2023,,Active,Permanent,41,Female,Married,Rivers,4,Computer Science,Commercial Banking Department,3,1.6,1.5,15.9,1.3,2,1239707,Mid,5.0,Yes,3,0,81.3,1,4,2,3,61,262,Never,No Travel,No,No,
EMP-04412,5/22/2023,8/24/2023,Resigned,Permanent,37,Male,Married,Oyo,4,Computer Science,Customer Service / Customer Experience Department,3,1.6,1.6,6.8,0.7,2,977398,Mid,11.9,Yes,2,5,64.6,2,3,3,4,80,61,Never,Occasional,Yes,Yes,CAREER PROGRESSION
EMP-04413,5/22/2023,,Active,Permanent,25,Male,Single,Rivers,3,Others,Information Technology (IT) Department,2,1.6,1.6,2.0,1.3,0,650267,Junior,4.6,No,3,3,87.4,3,3,1,4,72,342,Often,No Travel,No,No,
EMP-04414,5/23/2023,,Active,Permanent,34,Male,Single,Kano,3,Others,Alternative Channels Department,3,1.6,1.2,7.5,0.7,2,1276356,Mid,5.0,Yes,3,4,76.2,2,3,2,3,62,317,Sometimes,No Travel,Yes,No,
EMP-04415,5/23/2023,7/25/2023,Resigned,Permanent,31,Male,Married,Plateau,5,Computer Science,Commercial Banking Department,3,1.6,1.2,3.1,1.4,1,1370179,Mid,8.1,Yes,3,4,74.3,4,4,2,3,83,350,Sometimes,No Travel,No,Yes,BETTER OPPORTUNITY
EMP-04416,5/23/2023,8/25/2024,Resigned,Permanent,33,Male,Married,Delta,3,Statistics,Core Banking Applications Support,3,1.6,1.6,1.6,0.2,2,999530,Mid,11.1,Yes,3,2,83.5,2,3,4,3,72,615,Sometimes,Occasional,Yes,Yes,RELOCATION
EMP-04417,5/25/2023,,Active,Permanent,43,Male,Married,Lagos,4,Statistics,Public Sector Department,3,1.6,1.4,17.5,0.5,2,1431796,Mid,4.6,Yes,3,2,77.8,3,3,3,3,79,58,Never,Occasional,Yes,No,
EMP-04418,5/26/2023,,Active,Permanent,28,Male,Single,Kebbi,5,Banking & Finance,Retail Banking Department,3,1.6,1.1,2.9,0.4,3,1494793,Mid,14.5,No,3,1,77.2,3,3,3,4,76,633,Sometimes,Frequent,No,No,
EMP-04419,5/26/2023,,Active,Contract,34,Female,Single,Lagos,3,Engineering,Foreign Exchange (FX) Operations,1,1.6,1.6,7.2,0.7,0,237688,Contract,3.2,No,3,0,79.4,3,2,3,4,70,8,Sometimes,No Travel,No,No,
EMP-04420,5/26/2023,,Active,Permanent,50,Female,Married,Imo,5,Accounting,Risk Management Department,4,1.6,0.6,25.7,0.4,3,1610091,Senior,7.7,Yes,3,3,71.6,4,2,1,1,48,655,Always,Occasional,No,No,
EMP-04421,5/27/2023,,Active,Permanent,34,Female,Married,Delta,3,Statistics,Corporate Banking Department,3,1.6,0.8,1.8,1.2,2,1278803,Mid,12.8,No,2,2,60.0,2,3,2,3,58,717,Often,Occasional,Yes,No,
EMP-04422,5/28/2023,,Active,Permanent,31,Male,Married,Oyo,3,Information Technology,Customer Service / Customer Experience Department,2,1.6,1.5,4.7,0.7,1,569806,Junior,10.1,No,1,1,35.0,3,2,2,3,65,51,Often,No Travel,No,No,
EMP-04423,5/30/2023,,Active,Permanent,37,Male,Divorced,Delta,4,Others,Private Banking & Wealth Management,4,1.6,1.5,12.4,0.3,2,3153407,Senior,6.3,No,3,0,75.2,3,3,2,4,70,162,Sometimes,Frequent,No,No,
EMP-04424,5/30/2023,,Active,Permanent,40,Male,Married,Enugu,4,Statistics,Branch Operations Department,4,1.6,1.1,10.2,1.5,2,1745615,Senior,8.4,Yes,4,3,89.1,4,3,3,3,86,394,Often,Frequent,Yes,No,
EMP-04425,5/30/2023,2/2/2024,Resigned,Permanent,34,Male,Married,Lagos,2,Economics,Cash Management & Vault Operations,2,1.6,0.5,8.4,1.3,0,503239,Junior,14.7,No,3,1,86.5,3,3,2,3,73,27,Never,No Travel,No,Yes,BETTER OPPORTUNITY
EMP-04426,5/31/2023,,Active,Permanent,42,Female,Married,Abuja (FCT),4,Engineering,Internal Audit Department,3,1.6,1.0,13.6,0.3,1,1084712,Mid,3.2,No,3,1,85.2,4,2,4,3,85,573,Sometimes,Frequent,No,No,
EMP-04427,6/1/2023,,Active,Permanent,35,Female,Married,Abuja (FCT),3,Information Technology,Central Operations Department,3,1.6,1.1,9.2,1.2,3,1017885,Mid,5.0,No,3,3,79.8,4,4,3,4,96,434,Rarely,No Travel,No,No,
EMP-04428,6/1/2023,9/27/2023,Resigned,Permanent,32,Female,Single,Borno,3,Business Administration,Information Technology (IT) Department,3,1.6,1.5,4.0,1.2,2,995961,Mid,3.1,Yes,2,1,57.2,1,3,3,3,62,506,Sometimes,Occasional,No,Yes,CAREER PROGRESSION
EMP-04429,6/3/2023,,Active,Permanent,45,Male,Single,Lagos,4,Accounting,Branch Operations Department,5,1.6,0.7,17.7,0.5,3,4957750,Executive,8.7,Yes,3,3,83.0,3,2,3,4,74,13,Often,Occasional,Yes,No,
EMP-04430,6/3/2023,,Active,Permanent,41,Female,Married,Cross River,4,Accounting,Corporate Banking Department,4,1.6,1.6,4.8,1.4,2,2612104,Senior,13.8,Yes,2,1,63.4,3,2,3,3,67,227,Sometimes,Occasional,No,No,
EMP-04431,6/4/2023,10/25/2023,Resigned,Permanent,30,Female,Married,Plateau,3,Engineering,Legal Department,2,1.6,1.6,6.2,0.3,0,595220,Junior,5.3,No,1,4,42.0,3,3,4,3,81,164,Sometimes,No Travel,Yes,Yes,CAREER PROGRESSION
EMP-04432,6/5/2023,4/21/2024,Resigned,Contract,24,Female,Single,Lagos,2,Accounting,Central Operations Department,1,1.6,1.3,1.6,0.7,0,217381,Contract,4.2,No,3,1,86.0,4,3,4,3,87,21,Sometimes,Occasional,No,Yes,BETTER OPPORTUNITY
EMP-04433,6/7/2023,2/11/2024,Resigned,Contract,34,Male,Married,Taraba,2,Economics,Risk Management Department,1,1.6,1.2,8.3,1.4,0,239001,Contract,4.1,No,3,0,71.9,3,2,3,4,80,411,Sometimes,No Travel,Yes,Yes,ACADEMICS
EMP-04434,6/7/2023,,Active,Permanent,28,Female,Married,Lagos,3,Banking & Finance,Clearing & Settlement Department,2,1.6,0.5,4.3,0.0,1,525465,Junior,14.5,No,3,3,81.3,1,1,4,2,48,19,Often,No Travel,Yes,No,
EMP-04435,6/8/2023,3/26/2024,Resigned,Contract,31,Male,Married,Kogi,3,Mathematics,Card Services Department,1,1.6,1.3,7.2,1.0,0,216252,Contract,2.1,Yes,3,1,75.0,1,3,4,4,72,504,Rarely,No Travel,Yes,Yes,RELOCATION
EMP-04436,6/9/2023,,Active,Permanent,35,Female,Married,Ebonyi,3,Finance,Private Banking & Wealth Management,3,1.6,1.1,11.9,1.1,3,973104,Mid,14.7,No,3,3,72.9,3,4,2,2,64,219,Rarely,Occasional,No,No,
EMP-04437,6/9/2023,4/18/2024,Resigned,Permanent,26,Female,Married,Akwa Ibom,4,Finance,Internal Audit Department,2,1.6,0.9,2.6,1.2,0,600020,Junior,11.7,No,3,3,83.7,4,2,2,2,60,632,Never,Occasional,Yes,Yes,HEALTH REASONS
EMP-04438,6/9/2023,,Active,Contract,23,Female,Single,Lagos,2,Accounting,Branch Operations Department,1,1.6,0.9,1.6,1.1,0,191150,Contract,2.3,No,3,1,85.8,1,2,2,1,40,28,Rarely,Frequent,Yes,No,
EMP-04439,6/10/2023,,Active,Permanent,41,Male,Single,Ondo,3,Finance,SME Banking Department,3,1.6,0.6,5.1,0.3,1,987660,Mid,11.5,No,3,2,82.6,3,3,4,2,72,786,Often,No Travel,No,No,
EMP-04440,6/10/2023,,Active,Permanent,36,Male,Single,Rivers,4,Engineering,Retail Banking Department,4,1.6,0.9,6.3,1.6,3,2022419,Senior,4.2,Yes,4,2,94.1,2,2,3,2,58,263,Often,Frequent,No,No,
EMP-04441,6/11/2023,,Active,Permanent,42,Male,Married,Lagos,5,Others,Risk Management Department,4,1.6,0.9,12.5,1.2,3,2975501,Senior,5.9,Yes,3,2,83.7,3,3,3,3,77,35,Sometimes,No Travel,No,No,
EMP-04442,6/12/2023,,Active,Permanent,24,Female,Single,Akwa Ibom,2,Finance,Credit Administration Department,2,1.6,0.3,1.6,0.2,1,575561,Junior,4.9,No,3,3,78.6,4,3,3,4,84,537,Rarely,No Travel,No,No,
EMP-04443,6/13/2023,5/18/2024,Resigned,Permanent,44,Male,Married,Kaduna,5,Finance,Corporate Banking Department,4,1.6,1.0,15.3,0.0,3,3495258,Senior,7.8,Yes,3,1,84.7,1,3,3,4,71,532,Often,No Travel,No,Yes,BETTER OPPORTUNITY
EMP-04444,6/14/2023,10/14/2024,Resigned,Contract,30,Male,Divorced,Ogun,2,Finance,Internal Control & Anti-Fraud Unit,1,1.5,0.9,6.3,0.5,0,171711,Contract,2.9,No,3,1,89.4,4,4,3,3,90,76,Never,Occasional,Yes,Yes,CAREER PROGRESSION
EMP-04445,6/14/2023,,Active,Permanent,49,Male,Single,Ekiti,4,Business Administration,Cash Management & Vault Operations,5,1.5,1.1,20.5,0.9,6,5130910,Executive,14.8,Yes,4,2,94.1,2,1,3,3,59,153,Rarely,Occasional,Yes,No,
EMP-04446,6/15/2023,,Active,Permanent,45,Male,Single,Ogun,3,Information Technology,Credit Administration Department,4,1.5,0.7,7.7,1.4,2,2780452,Senior,13.9,Yes,1,3,29.8,1,3,4,3,69,31,Rarely,No Travel,No,No,
EMP-04447,6/17/2023,,Active,Permanent,36,Female,Married,Ogun,3,Accounting,Internal Control & Anti-Fraud Unit,3,1.5,0.5,9.1,0.2,1,1462582,Mid,8.2,No,3,5,75.8,4,2,4,3,81,95,Rarely,Occasional,Yes,No,
EMP-04448,6/17/2023,,Active,Permanent,45,Female,Married,Abuja (FCT),3,Economics,Internal Audit Department,4,1.5,0.9,16.6,1.3,4,2963576,Senior,12.1,No,3,1,80.1,2,3,3,4,73,499,Rarely,No Travel,No,No,
EMP-04449,6/17/2023,,Active,Permanent,30,Male,Married,Lagos,4,Economics,Digital Banking Department,3,1.5,1.1,5.8,0.4,2,1313993,Mid,11.8,No,3,2,81.4,3,4,1,4,73,24,Rarely,No Travel,Yes,No,
EMP-04450,6/17/2023,,Active,Contract,25,Male,Single,Ogun,2,Economics,Regulatory Compliance Department,1,1.5,1.3,1.8,0.4,0,226637,Contract,4.9,No,2,0,69.6,3,2,1,2,53,43,Sometimes,No Travel,Yes,No,
EMP-04451,6/18/2023,,Active,Permanent,38,Female,Married,Lagos,3,Accounting,Clearing & Settlement Department,3,1.5,1.2,8.2,0.6,2,1232458,Mid,12.1,No,3,2,74.2,4,3,1,3,68,46,Rarely,Occasional,No,No,
EMP-04452,6/18/2023,,Active,Permanent,33,Female,Married,Anambra,3,Finance,Information Technology (IT) Department,3,1.5,0.3,9.4,0.3,3,1341689,Mid,8.7,No,2,2,64.9,3,1,2,4,58,416,Rarely,Occasional,No,No,
EMP-04453,6/18/2023,,Active,Permanent,31,Female,Single,Lagos,4,Accounting,Branch Operations Department,3,1.5,0.5,5.8,1.3,2,876067,Mid,13.4,No,3,2,73.0,3,4,1,3,69,45,Sometimes,Occasional,No,No,
EMP-04454,6/19/2023,,Active,Permanent,44,Female,Married,Lagos,3,Finance,Retail Banking Department,4,1.5,0.3,12.3,1.2,3,1918158,Senior,14.3,Yes,3,3,74.4,3,1,4,3,64,6,Sometimes,No Travel,Yes,No,
EMP-04455,6/20/2023,10/22/2024,Resigned,Contract,25,Female,Single,Edo,3,Engineering,Internal Control & Anti-Fraud Unit,1,1.5,0.4,1.6,1.2,0,212996,Contract,1.5,No,3,1,87.7,3,4,2,3,79,413,Always,Occasional,Yes,Yes,PERSONAL REASONS
EMP-04456,6/20/2023,,Active,Permanent,55,Female,Single,Lagos,5,Finance,Customer Service / Customer Experience Department,5,1.5,0.8,23.5,1.3,4,4924820,Executive,15.1,Yes,4,1,90.6,4,1,3,3,73,47,Always,Frequent,Yes,No,
EMP-04457,6/21/2023,3/31/2024,Resigned,Permanent,44,Male,Married,Delta,4,Information Technology,Procurement & Supply Chain Department,4,1.5,1.5,4.9,1.5,3,1770114,Senior,8.9,Yes,4,4,90.5,4,2,3,4,77,599,Rarely,Frequent,No,Yes,BETTER OPPORTUNITY
EMP-04458,6/21/2023,,Active,Contract,28,Male,Single,Nasarawa,3,Accounting,Core Banking Applications Support,1,1.5,1.3,2.5,1.1,0,240855,Contract,0.2,No,3,2,81.9,4,4,1,4,77,709,Never,No Travel,No,No,
EMP-04459,6/21/2023,10/5/2023,Resigned,Permanent,31,Male,Married,Nasarawa,2,Accounting,Data Analytics & Business Intelligence,2,1.5,1.1,6.4,1.4,0,575911,Junior,3.8,No,2,0,58.9,4,4,2,3,79,599,Sometimes,Occasional,Yes,Yes,BETTER OPPORTUNITY
EMP-04460,6/22/2023,,Active,Permanent,43,Female,Married,Lagos,4,Economics,Information & Cyber Security Department,3,1.5,1.1,8.4,0.2,3,1491207,Mid,9.0,No,2,2,56.1,3,3,3,1,59,1,Often,Frequent,No,No,
EMP-04461,6/22/2023,10/11/2024,Resigned,Permanent,40,Female,Single,Kwara,5,Engineering,Risk Management Department,4,1.5,0.6,14.2,1.1,4,2530358,Senior,4.1,Yes,3,2,81.0,4,1,3,4,75,743,Sometimes,Frequent,Yes,Yes,BETTER OPPORTUNITY
EMP-04462,6/23/2023,12/13/2023,Resigned,Permanent,32,Female,Married,Ondo,3,Accounting,Public Sector Department,2,1.5,1.3,3.0,1.0,0,758815,Junior,9.7,Yes,1,2,47.8,1,2,2,2,43,523,Sometimes,No Travel,No,Yes,BETTER OPPORTUNITY
EMP-04463,6/24/2023,,Active,Permanent,29,Female,Married,Kaduna,4,Finance,Internal Audit Department,3,1.5,0.6,4.6,0.4,2,1259099,Mid,8.0,Yes,3,4,74.4,3,2,3,2,64,798,Often,Occasional,Yes,No,
EMP-04464,6/25/2023,,Active,Permanent,36,Female,Married,Oyo,3,Information Technology,Information Technology (IT) Department,2,1.5,1.4,4.8,0.2,0,741630,Junior,11.9,Yes,2,2,55.4,4,3,4,3,83,61,Often,Occasional,Yes,No,
EMP-04465,6/25/2023,,Active,Permanent,30,Male,Married,Ogun,3,Banking & Finance,Retail Banking Department,2,1.5,0.7,1.8,1.2,0,731789,Junior,10.7,Yes,3,3,77.0,1,3,3,3,66,60,Sometimes,No Travel,No,No,
EMP-04466,6/26/2023,12/8/2024,Resigned,Permanent,42,Male,Married,Enugu,3,Accounting,Commercial Banking Department,4,1.5,1.0,2.0,1.1,3,1672922,Senior,6.3,Yes,4,3,89.5,3,4,3,3,80,668,Rarely,Occasional,No,Yes,CAREER PROGRESSION
EMP-04467,6/27/2023,5/25/2024,Resigned,Permanent,37,Female,Married,Imo,3,Others,Alternative Channels Department,2,1.5,0.7,5.4,0.4,0,631438,Junior,14.8,No,3,3,83.1,3,3,3,3,78,480,Rarely,Occasional,Yes,Yes,BETTER OPPORTUNITY
EMP-04468,6/27/2023,,Active,Permanent,33,Female,Married,Kano,3,Banking & Finance,Corporate Social Responsibility (CSR) Unit,2,1.5,1.3,4.1,0.3,1,516057,Junior,9.9,Yes,3,2,82.4,2,3,4,4,81,177,Sometimes,Occasional,Yes,No,
EMP-04469,6/29/2023,,Active,Permanent,34,Male,Married,Lagos,3,Law,Customer Service / Customer Experience Department,2,1.5,1.5,4.1,0.5,1,753189,Junior,12.8,Yes,3,2,78.1,3,3,4,4,86,24,Rarely,No Travel,No,No,
